id,name,state,category,featured
343,F E E D Scholarship Fund And Childrens Foundation Inc,TEXAS,YOUTH_DEVELOPMENT,NATIONAL
344,California Society Of Health System Pharmacists,CALIFORNIA,OTHER,STATE
345,Network Of Executive Women Inc,ILLINOIS,COMMUNITY,
346,Bridges Public Charter School,DISTRICT_OF_COLUMBIA,K_12,
347,Chamber Of Commerce Of St Joseph County,INDIANA,OTHER,
348,International Institute For Conflict Prevention And Resolution,NEW_YORK,CRIME_LEGAL_RELATED,NATIONAL
349,Primary Health Care Inc,IOWA,HEALTH_CARE,STATE
350,Chicago Childrens Museum,ILLINOIS,ARTS_CULTURE_HUMANITIES,NATIONAL
351,United Way Of Broome County Inc,NEW_YORK,PUBLIC_SOCIETAL_BENEFIT,
352,Propel Charter Schools East,PENNSYLVANIA,K_12,
353,The Land Conservancy For Southern Chester County,PENNSYLVANIA,ENVIRONMENT,
354,Mental Health Partnerships,PENNSYLVANIA,MENTAL_HEALTH_CRISIS_INTERVENTION,
355,J R Coleman Senior Outreach Services Inc,OHIO,HUMAN_SERVICES,
356,Open Arms Child Development Center,ALASKA,UNCATEGORIZED,STATE
357,Fort Bend Family Health Center Inc,TEXAS,HEALTH_CARE,
358,John A Coleman School,NEW_YORK,K_12,
359,Horizon Science Academy Of Lorain,OHIO,OTHER,NATIONAL
360,Contemporary Jewish Museum,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
361,Duluth Bethel Society,MINNESOTA,OTHER,
362,Urban Habitat Program,CALIFORNIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
363,Milwaukee Symphony Orchestra Foundation,WISCONSIN,ARTS_CULTURE_HUMANITIES,
364,University Of North Carolina At Wilmington,NORTH_CAROLINA,HIGHER_EDUCATION,NATIONAL
365,Domestic Violence Action Center,HAWAII,RELIGION_RELATED,
366,Community Young Mens Christian Assoc Of Danvers Ma Inc,MASSACHUSETTS,HUMAN_SERVICES,
367,Urban Discovery Schools,CALIFORNIA,K_12,NATIONAL
368,Bell Tower Residence Inc,WISCONSIN,HUMAN_SERVICES,
369,Northeastern Regional Association Of Coastal Ocean Observation Syste,NEW_HAMPSHIRE,SCIENCE_TECHNOLOGY,
370,Smb Probation Center Inc,MICHIGAN,UNCATEGORIZED,NATIONAL
371,Richmond Promise,CALIFORNIA,OTHER,
372,African Communities Together,NEW_YORK,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
373,St Bernard Hospital,ILLINOIS,HEALTH_CARE,
374,Summit Foundation Inc,NEW_YORK,HEALTH_CARE,NATIONAL
375,Mercy Health Springfield Communities,MISSOURI,HEALTH_CARE,STATE
376,Hatzolah Emergency Medical Services Inc,NEW_JERSEY,PUBLIC_SAFETY_DISASTER_PREPAREDNESS_RELIEF,STATE
377,Greater Milwaukee Convention Visitors Bureau Inc,WISCONSIN,OTHER,
378,Andersen Corporation Employee Beneficiary Association,MINNESOTA,OTHER,NATIONAL
379,Des Moines Christian School,IOWA,K_12,
380,Jenison Christian Schools,MICHIGAN,K_12,
381,California State University Bakersfield Student Union,CALIFORNIA,OTHER,
382,Sephardic Academy Of Manhattan,NEW_YORK,K_12,
383,Wyckoff Family Ymca,NEW_JERSEY,HUMAN_SERVICES,STATE
384,Christian Science,MASSACHUSETTS,RELIGION_RELATED,
385,Association Of Social Work Boards,VIRGINIA,PUBLIC_SOCIETAL_BENEFIT,
386,Sigma Nu Educational Foundation Inc,VIRGINIA,COMMUNITY,
387,Information Systems Audit And Control Association Inc,ILLINOIS,OTHER,NATIONAL
388,Greater Cincinnati Automobile Dealers Association Inc,OHIO,MUTUAL_MEMBERSHIP_BENEFIT,
389,Nonprofit Enterprise And Self Sustainability Team Inc,CALIFORNIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
390,Performance Academy Eastland,OHIO,K_12,NATIONAL
391,Building Industry Assn Of S D County,CALIFORNIA,OTHER,STATE
392,Sequoyah Council Bsa,TENNESSEE,YOUTH_DEVELOPMENT,
393,Williamsburg Christian Academy,VIRGINIA,K_12,STATE
394,Project Beauty Share,WASHINGTON,HUMAN_SERVICES,
395,Ballet West,UTAH,ARTS_CULTURE_HUMANITIES,
396,Hospice Of Huntington Inc,WEST_VIRGINIA,HUMAN_SERVICES,STATE
397,Southern Monterey County Memorial Hospital,CALIFORNIA,HEALTH_CARE,
398,New Morning Youth Family Services,CALIFORNIA,HUMAN_SERVICES,
399,Politz Day School Of Cherry Hill A New Jersey Nonprofit Corporation,NEW_JERSEY,K_12,
400,Youth Villages Inc,TENNESSEE,MENTAL_HEALTH_CRISIS_INTERVENTION,
401,Human Options Inc,CALIFORNIA,HUMAN_SERVICES,
402,Family Connections Inc,NEW_JERSEY,HUMAN_SERVICES,NATIONAL
403,Camp Corral,NORTH_CAROLINA,YOUTH_DEVELOPMENT,STATE
404,Treasure Valley Classical Academy Inc,IDAHO,K_12,
405,Covenant Kids Inc,TEXAS,HUMAN_SERVICES,STATE
406,Olney Boys And Girls Community Sports Association Inc,MARYLAND,OTHER,STATE
407,Harvard Yenching Institute,MASSACHUSETTS,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
408,Kittson Memorial Hospital Association,MINNESOTA,HEALTH_CARE,STATE
409,Polk Education Foundation And Business Partnership Inc,FLORIDA,HIGHER_EDUCATION,
410,Hospice Of Amador Calaveras,CALIFORNIA,HUMAN_SERVICES,STATE
411,Mary C Wheeler School Inc,RHODE_ISLAND,K_12,
412,Ursuline School Of New Rochelle,NEW_YORK,K_12,
413,Crisis Action Inc,NEW_YORK,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
414,West Virginia Univ Foundation Inc,WEST_VIRGINIA,HIGHER_EDUCATION,
415,Jefferson County Committee For Economic Opportunity,ALABAMA,HUMAN_SERVICES,
416,Liberty Community Services Inc,CONNECTICUT,UNCATEGORIZED,
417,Dunes Club,RHODE_ISLAND,OTHER,STATE
418,Narcotics Prevention Association Inc,CALIFORNIA,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
419,American Friends Of The Israel Philharmonic Orchestra Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,
420,Waldorf School Association Of Michigan,MICHIGAN,K_12,
421,Race Forward,NEW_YORK,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
422,Greater Spokane County Meals On Wheels Do Not Contact,WASHINGTON,FOOD_AGRICULTURE_NUTRITION,STATE
423,La Clinica Tepeyac Inc,COLORADO,HEALTH_CARE,NATIONAL
424,Stony Brook Radiology University Faculty Practice Corporation,NEW_YORK,HEALTH_CARE,
425,Healthtexas Provider Network,TEXAS,HEALTH_CARE,
426,Larc School Inc,NEW_JERSEY,K_12,NATIONAL
427,Boys And Girls Club Of Union Inc,NEW_JERSEY,YOUTH_DEVELOPMENT,STATE
428,Healthshare Of Southeastern Pennsylvania Inc,PENNSYLVANIA,HEALTH_CARE,
429,Leech Lake Tribal College,MINNESOTA,HIGHER_EDUCATION,STATE
430,Delmar Public Library,DELAWARE,COMMUNITY,
431,Bronx House Inc,NEW_YORK,HUMAN_SERVICES,NATIONAL
432,New Mexico Farm Livestock Bureau,NEW_MEXICO,OTHER,NATIONAL
433,Llano Cemetery Association,TEXAS,OTHER,
434,Prisma Health Midlands,SOUTH_CAROLINA,HEALTH_CARE,STATE
435,Fred S Keller School,NEW_YORK,K_12,NATIONAL
436,Fisher Island Day School Inc,FLORIDA,K_12,
437,Austin Pets Alive,TEXAS,ANIMAL_RELATED,STATE
438,Hospice Of Texarkana Inc,TEXAS,HEALTH_CARE,
439,Ccsu Foundation Inc,CONNECTICUT,OTHER,
440,Poudre Valley Health Care Inc,COLORADO,HEALTH_CARE,
441,Dont Ever Give Up Inc,NORTH_CAROLINA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
442,Robert F Kennedy Childrens Action Corps,MASSACHUSETTS,HUMAN_SERVICES,
443,John And Ginger Niemeyer Foundation,OREGON,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,NATIONAL
444,Shirley Chisholm Day Care Center 2,NEW_YORK,UNCATEGORIZED,
445,Institute For Clinical Social Work,ILLINOIS,UNCATEGORIZED,NATIONAL
446,Monsignor Bojnowski Manor,CONNECTICUT,HEALTH_CARE,
447,Child Advocates San Antonio,TEXAS,CRIME_LEGAL_RELATED,STATE
448,Southlake Community Mental Health Center Inc,INDIANA,MENTAL_HEALTH_CRISIS_INTERVENTION,
449,Zenith Academy,OHIO,K_12,
450,Animal Place,CALIFORNIA,ANIMAL_RELATED,STATE
451,Nehemiah Global Foundation,COLORADO,FOOD_AGRICULTURE_NUTRITION,
452,Woodie Wheaton Land Trust,MAINE,ENVIRONMENT,STATE
453,Public Health Fund,PENNSYLVANIA,HEALTH_CARE,NATIONAL
454,Mercy Hospital Cassville,MISSOURI,HEALTH_CARE,STATE
455,Community Howard Regional Health Inc,INDIANA,UNKNOWN,STATE
456,St Joseph Area Chamber Of Commerce,MISSOURI,OTHER,STATE
457,Collaborative Solutions Corp,VERMONT,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
458,Childrens Theatre Of Cincinnati,OHIO,ARTS_CULTURE_HUMANITIES,NATIONAL
459,National Association Of State Boards Of Accountancy Inc,TENNESSEE,OTHER,
460,Planned Parenthood Of Delaware Inc,DELAWARE,HEALTH_CARE,NATIONAL
461,Kenosha Community Health Center Inc,WISCONSIN,HEALTH_CARE,
462,Bay Path University,MASSACHUSETTS,HIGHER_EDUCATION,
463,Children And Family Services Inc,INDIANA,HUMAN_SERVICES,NATIONAL
464,Boys Girls Club Of Lancaster,PENNSYLVANIA,YOUTH_DEVELOPMENT,
465,Community Health Center Of Franklin County Incorporated,MASSACHUSETTS,HEALTH_CARE,NATIONAL
466,Chrestomathy Inc,MINNESOTA,HUMAN_SERVICES,STATE
467,Redlands Christian School,CALIFORNIA,K_12,NATIONAL
468,Junior Volleyball Association Of Austin,TEXAS,OTHER,
469,Zoological Society Of Buffalo Inc,NEW_YORK,ANIMAL_RELATED,STATE
470,Seacoast Mental Health Center Inc,NEW_HAMPSHIRE,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
471,International Seakeepers Society Inc,FLORIDA,ENVIRONMENT,STATE
472,Pacific Central Coast Health Centers,CALIFORNIA,HEALTH_CARE,STATE
473,Young Mens Christian Assn Of Greensburg Pa,PENNSYLVANIA,HUMAN_SERVICES,
474,Southern 14 Workforce Investment Board Inc,ILLINOIS,OTHER,
475,Chatuge Regional Hospital Inc,GEORGIA,HEALTH_CARE,STATE
476,Concordia Lutheran Ministries,PENNSYLVANIA,HEALTH_CARE,STATE
477,Friends Research Institute Inc,MARYLAND,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
478,East Side Charter School Of Wilmington Inc,DELAWARE,K_12,
479,Trinity Basin Preparatory Inc,TEXAS,K_12,STATE
480,Cumberland County Playhouse Inc,TENNESSEE,ARTS_CULTURE_HUMANITIES,NATIONAL
481,Siff,WASHINGTON,ARTS_CULTURE_HUMANITIES,
482,Samaritans Feet International,NORTH_CAROLINA,HUMAN_SERVICES,NATIONAL
483,Reformed Presbyterian Womans Assn,PENNSYLVANIA,HUMAN_SERVICES,
484,Nami New Orleans Inc,LOUISIANA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
485,National League Of Cities,DISTRICT_OF_COLUMBIA,UNCATEGORIZED,
486,Clinical Services Inc,GEORGIA,HEALTH_CARE,STATE
487,Foundation For Hispanic Education,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
488,South Carolina Environmental Law Project Scelp,SOUTH_CAROLINA,ENVIRONMENT,STATE
489,Oregon State University Bookstore Inc,OREGON,OTHER,STATE
490,Inner City Education Family,CALIFORNIA,ENVIRONMENT,
491,Wayside Christian Mission,KENTUCKY,HUMAN_SERVICES,
492,Resthave Home Of Whiteside County Illinois,ILLINOIS,HEALTH_CARE,
493,Disciple Makers Network,TENNESSEE,RELIGION_RELATED,
494,House Board Of Gamma Pi Of Kappa Kappa Gamma,ALABAMA,COMMUNITY,
495,Bender Jcc Of Greater Washington,MARYLAND,RECREATION_SPORTS,STATE
496,New Key School Inc,TEXAS,K_12,
497,Cohasset Golf Club,MASSACHUSETTS,OTHER,STATE
498,Artswestchester Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,STATE
499,Harmony Labs Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,STATE
500,Coalition For The Homeless Inc,NEW_YORK,HUMAN_SERVICES,
501,City Of Refuge Inc,GEORGIA,HUMAN_SERVICES,NATIONAL
502,Camarena Health,CALIFORNIA,HEALTH_CARE,
503,Richmond Jewish Foundation,VIRGINIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
504,American Camping Association Inc,INDIANA,YOUTH_DEVELOPMENT,
505,One Eleuthera Foundation,SOUTH_CAROLINA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,NATIONAL
506,Los Angeles County Capital Asset Leaseing Corporation,CALIFORNIA,OTHER,STATE
507,Horizon Science Academy Inc,OHIO,K_12,
508,Museum Of Jewish Heritage A Living Memorial To The Holocaust,NEW_YORK,ARTS_CULTURE_HUMANITIES,
509,Manhattan Theatre Club Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,
510,International Tax Investment Center,DISTRICT_OF_COLUMBIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
511,Southern Usa Falun Dafa Association,TEXAS,RELIGION_RELATED,
512,Inland Empire Public Facilities Corp,CALIFORNIA,OTHER,
513,United Indians Of All Tribes Foundation,WASHINGTON,OTHER,NATIONAL
514,Rocky Mountain Butterfly Consortium,COLORADO,ANIMAL_RELATED,
515,Lions Visiongift,OREGON,HEALTH_CARE,
516,National Health Council Inc,DISTRICT_OF_COLUMBIA,MUTUAL_MEMBERSHIP_BENEFIT,
517,Garvey Manor Nursing Home,PENNSYLVANIA,UNCATEGORIZED,
518,Summit Academy Management,OHIO,OTHER,
519,Boys Girls Club Of The Peninsula,CALIFORNIA,YOUTH_DEVELOPMENT,
520,Midwest Medical Equipment Supplies Inc,MINNESOTA,HEALTH_CARE,NATIONAL
521,Breast Cancer Charities Of America,TEXAS,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
522,Meridian Technical Charter High School Inc,IDAHO,K_12,
523,Voyage Academy,UTAH,K_12,STATE
524,New York State United Teachers Building Corp,NEW_YORK,OTHER,STATE
525,Delaware Art Museum,DELAWARE,ARTS_CULTURE_HUMANITIES,STATE
526,St Louis Public Schools Foundation,MISSOURI,OTHER,NATIONAL
527,United Steelworkers,UTAH,OTHER,
528,The Seed School Of Maryland Inc,MARYLAND,K_12,NATIONAL
529,F O O D Inc,CALIFORNIA,FOOD_AGRICULTURE_NUTRITION,STATE
530,Ronald Mc Donald House Of Charlotte,NORTH_CAROLINA,UNCATEGORIZED,STATE
531,Commonspirit Health,COLORADO,HEALTH_CARE,NATIONAL
532,Laborers Employers Benefit Plan Collection Trust,DISTRICT_OF_COLUMBIA,OTHER,
533,Rose Foundation For Communities And The Environment,CALIFORNIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
534,United States Artists Inc,ILLINOIS,ARTS_CULTURE_HUMANITIES,STATE
535,Zooworld Zoological And Botanical Conservatory Inc,FLORIDA,ANIMAL_RELATED,STATE
536,Loving Farm Animal Sanctuary,CALIFORNIA,ANIMAL_RELATED,STATE
537,Colorado Regional Health Information Organization,COLORADO,PUBLIC_SOCIETAL_BENEFIT,
538,Lighthouse Childrens Home Inc,FLORIDA,HUMAN_SERVICES,
539,Mercy Usa For Aid And Development Inc,MICHIGAN,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,STATE
540,Smart Start Rowan Inc,NORTH_CAROLINA,COMMUNITY,
541,Family Resource Associates Inc,NEW_JERSEY,HUMAN_SERVICES,
542,Turn Community Services Inc,UTAH,HUMAN_SERVICES,NATIONAL
543,New York Academy Of Sciences,NEW_YORK,ARTS_CULTURE_HUMANITIES,STATE
544,Bethany Home Inc,PENNSYLVANIA,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
545,All Saints Academy Inc,FLORIDA,K_12,
546,Vegfund Inc,DISTRICT_OF_COLUMBIA,ANIMAL_RELATED,NATIONAL
547,Carolina Horse Park Foundation,NORTH_CAROLINA,ENVIRONMENT,STATE
548,Business Leadership Organized For Catholic Schools,PENNSYLVANIA,OTHER,
549,Solutions Behavioral Health Care Professionals,MINNESOTA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
550,North Helpline,WASHINGTON,FOOD_AGRICULTURE_NUTRITION,
551,Avenues For Youth,MINNESOTA,HOUSING_SHELTER,
552,Glasswing International Usa,NEW_YORK,YOUTH_DEVELOPMENT,STATE
553,The College Of The Canyons Foundation,CALIFORNIA,HIGHER_EDUCATION,
554,Rabbinical College Of Telshe Inc,OHIO,HIGHER_EDUCATION,
555,Washington Christian School Society Inc,MARYLAND,K_12,
556,Windber Hospital Inc,PENNSYLVANIA,HEALTH_CARE,NATIONAL
557,Seattle Opera Foundation,WASHINGTON,ARTS_CULTURE_HUMANITIES,STATE
558,Flint Institute Of Arts,MICHIGAN,ARTS_CULTURE_HUMANITIES,
559,Danvers Management Systems Inc,MASSACHUSETTS,HEALTH_CARE,
560,Wayland Mennonite Home Association,IOWA,HUMAN_SERVICES,NATIONAL
561,Morrison Maierie Inc Group Health Plan Tr,MONTANA,OTHER,NATIONAL
562,Georgia Transmission Corporation,GEORGIA,OTHER,
563,Childrens Healthcare Charity Inc,FLORIDA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
564,United Way Of The Black Hills,SOUTH_DAKOTA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
565,Franklin Wright Settlements Inc,MICHIGAN,HUMAN_SERVICES,STATE
566,Evansville Day School Inc,INDIANA,K_12,STATE
567,The Avalon Foundation Inc,MARYLAND,ARTS_CULTURE_HUMANITIES,
568,North Central Soybean Research Program,IOWA,FOOD_AGRICULTURE_NUTRITION,
569,Cuped Corporation,WISCONSIN,HOUSING_SHELTER,NATIONAL
570,Propel Nonprofits,MINNESOTA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,NATIONAL
571,52 Broadway Realty Corp,NEW_YORK,UNKNOWN,STATE
572,Cares Community Health,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
573,George Mark Childrens Fund,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
574,Evergreen Charitable Educational Foundation Inc,KENTUCKY,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
575,Sigma Kappa Sorority,INDIANA,COMMUNITY,
576,Great Peninsula Conservancy,WASHINGTON,ENVIRONMENT,
577,Hollywood Golf Club,NEW_JERSEY,OTHER,STATE
578,Community Broadcasting Inc,KANSAS,UNCATEGORIZED,STATE
579,Kronos Performing Arts Assn,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
580,Texas Childrens Hospital,TEXAS,HEALTH_CARE,STATE
581,Imagine Prep At Surprise Inc,ARIZONA,K_12,
582,St Croix Valley Foundation,WISCONSIN,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
583,Greenheart International,ILLINOIS,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
584,Sentinels Of Freedom Scholarshipfoundation,CALIFORNIA,PUBLIC_SOCIETAL_BENEFIT,NATIONAL
585,The Petey Greene Program Inc,NEW_JERSEY,CRIME_LEGAL_RELATED,
586,The Valley Foundation,ALABAMA,HIGHER_EDUCATION,NATIONAL
587,East Georgia State College,CONNECTICUT,HIGHER_EDUCATION,STATE
588,Palm Springs Air Museum Inc,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
589,Polymer Processing Institute At Njit,NEW_JERSEY,UNCATEGORIZED,STATE
590,Descanso Gardens Guild Inc,CALIFORNIA,ENVIRONMENT,NATIONAL
591,East Toledo Family Center Inc,OHIO,HUMAN_SERVICES,
592,Western New England University,MASSACHUSETTS,HIGHER_EDUCATION,
593,Springs Inc,OKLAHOMA,UNCATEGORIZED,STATE
594,Wrc Pennsylvania Memorial Home,PENNSYLVANIA,HEALTH_CARE,STATE
595,Tapestry Family Services Inc,CALIFORNIA,HUMAN_SERVICES,
596,Ventura College Foundation,CALIFORNIA,HIGHER_EDUCATION,
597,Gerstell Academy Inc,MARYLAND,K_12,NATIONAL
598,Olathe Medical Center Inc,KANSAS,HEALTH_CARE,STATE
599,Young Nonprofit Professionals Network,NEW_YORK,COMMUNITY,
600,Equitable Food Initiative,DISTRICT_OF_COLUMBIA,FOOD_AGRICULTURE_NUTRITION,
601,Bedford Stuyvesant New Beginnings Charter School,NEW_YORK,K_12,
602,Special Olympics Virginia Inc,VIRGINIA,RECREATION_SPORTS,
603,A Wider Circle Inc,MARYLAND,HUMAN_SERVICES,
604,American College Of Physicians Inc,PENNSYLVANIA,HEALTH_CARE,STATE
605,Fraternal Order Of Police,OHIO,UNCATEGORIZED,STATE
606,Midland Chamber Of Commerce,TEXAS,OTHER,
607,International Refugee Assistance Project Inc,NEW_YORK,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
608,Halo Network Inc,NEW_YORK,OTHER,STATE
609,Mercy Center Inc,NEW_YORK,HUMAN_SERVICES,STATE
610,St Jude Hospital,CALIFORNIA,HEALTH_CARE,
611,Mount Carmel Home Keens Memorial,NEBRASKA,UNCATEGORIZED,
612,Con Edison Postretirement Life Ins Veba Tr For Management Employees,NEW_YORK,OTHER,NATIONAL
613,Hospice Hawaii Inc,HAWAII,HUMAN_SERVICES,
614,Ahs Midwest Management Inc,ILLINOIS,UNCATEGORIZED,
615,Oak Hill Cemetery Company,DISTRICT_OF_COLUMBIA,OTHER,NATIONAL
616,Sound Community Services Inc,CONNECTICUT,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
617,Servicenet Inc,MASSACHUSETTS,MENTAL_HEALTH_CRISIS_INTERVENTION,
618,Fellowship Missionary Baptist Church Inc,MINNESOTA,RELIGION_RELATED,STATE
619,Community Legal Services,ARIZONA,CRIME_LEGAL_RELATED,NATIONAL
620,Sinergia Inc,NEW_YORK,HUMAN_SERVICES,STATE
621,Hamaspik Choice Inc,NEW_YORK,HEALTH_CARE,
622,Legacy 21 Inc,TEXAS,K_12,
623,Stout Street Foundation,COLORADO,MENTAL_HEALTH_CRISIS_INTERVENTION,
624,University Pediatric Dentistry,INDIANA,HEALTH_CARE,
625,Quest Community Development Organization Inc,GEORGIA,HOUSING_SHELTER,STATE
626,National Potato Council,DISTRICT_OF_COLUMBIA,OTHER,STATE
627,American Swedish Institute,MINNESOTA,ARTS_CULTURE_HUMANITIES,
628,Dyf,CALIFORNIA,HEALTH_CARE,STATE
629,Slovene National Benefit Society,PENNSYLVANIA,OTHER,STATE
630,Rhode Island Zoological Society,RHODE_ISLAND,ANIMAL_RELATED,STATE
631,Tell City Troy Township School Building Corporation,INDIANA,OTHER,NATIONAL
632,International Game Fish Association Inc,FLORIDA,ANIMAL_RELATED,NATIONAL
633,Faculty Student Association Of The Tompkins Cortland Community Colleg,NEW_YORK,HIGHER_EDUCATION,NATIONAL
634,Child Development Center Inc,MONTANA,HUMAN_SERVICES,NATIONAL
635,Goodwill Industries Of South Central Wisconsin Inc,WISCONSIN,HUMAN_SERVICES,
636,Girl Scouts Of Eastern South Carolina,SOUTH_CAROLINA,YOUTH_DEVELOPMENT,
637,Korean American Senior Center Inc,ILLINOIS,HUMAN_SERVICES,STATE
638,Girl Scouts Of Central Texas Inc,TEXAS,YOUTH_DEVELOPMENT,NATIONAL
639,Nuclear Fuel Services Inc Rettree Medical Trust For Hourly Retirees,TENNESSEE,OTHER,
640,Hospice Of The Piedmont Inc,NORTH_CAROLINA,HUMAN_SERVICES,
641,Millennium Promise Alliance Inc,NEW_YORK,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
642,St Josephs Hospital And Health Center,NORTH_DAKOTA,HEALTH_CARE,
643,The Institute For Educational Advancement,CALIFORNIA,K_12,
644,Horizon House Development Service Inc,PENNSYLVANIA,HUMAN_SERVICES,
645,Childrens Miracle Network,UTAH,HEALTH_CARE,NATIONAL
646,Colorado State University Research Foundation,COLORADO,FOOD_AGRICULTURE_NUTRITION,NATIONAL
647,West Alabama Mental Health Center,ALABAMA,HEALTH_CARE,
648,Corporate Council On Africa,DISTRICT_OF_COLUMBIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
649,Nysarc Inc Clinton County Chapter,NEW_YORK,EMPLOYMENT,
650,Greenhill Humane Society,OREGON,ANIMAL_RELATED,
651,Chimes District Of Columbia Inc,MARYLAND,HUMAN_SERVICES,NATIONAL
652,Queens Library Foundation Inc,NEW_YORK,HIGHER_EDUCATION,NATIONAL
653,Heading Home,NEW_MEXICO,HOUSING_SHELTER,
654,A New Leaf Inc,OKLAHOMA,HUMAN_SERVICES,NATIONAL
655,Spca Florida,FLORIDA,ANIMAL_RELATED,
656,Chesapeake Lighthouse Foundation Inc,MARYLAND,K_12,
657,Portland Institute For Contemporary Art,OREGON,ARTS_CULTURE_HUMANITIES,
658,Swallow Hill Music Association,COLORADO,ARTS_CULTURE_HUMANITIES,NATIONAL
659,Student Assistance Services Corporation,NEW_YORK,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
660,American Rivers,DISTRICT_OF_COLUMBIA,ENVIRONMENT,NATIONAL
661,Daniel Murphy Scholarship Fund,ILLINOIS,OTHER,
662,Family And Community Service Of Delaware County,PENNSYLVANIA,HUMAN_SERVICES,
663,Youth And Family Alternatives Inc,FLORIDA,HUMAN_SERVICES,
664,Major Hospital Foundation,INDIANA,HEALTH_CARE,
665,Roxbury Latin School Inc,MASSACHUSETTS,K_12,
666,Northern Valley Catholic Social Service Inc,CALIFORNIA,HUMAN_SERVICES,STATE
667,Queens Museum Of Art New York City Building,NEW_YORK,ARTS_CULTURE_HUMANITIES,
668,Canyonlands Natural History Association,UTAH,ENVIRONMENT,
669,National Housing Community Development Law Project,CALIFORNIA,UNKNOWN,
670,Brazosport Safety Council Inc,TEXAS,OTHER,
671,Quest Leadership Academy,SOUTH_CAROLINA,K_12,
672,Northeast Youth Family Services,MINNESOTA,MENTAL_HEALTH_CRISIS_INTERVENTION,
673,Maui Youth And Family Services Inc,HAWAII,HUMAN_SERVICES,
674,Community Foundation Of The Eastern Shore Inc,MARYLAND,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
675,French Broad River Academy Inc,NORTH_CAROLINA,HUMAN_SERVICES,
676,Animal Coalition Of Tampa Inc,FLORIDA,ANIMAL_RELATED,STATE
677,Chancellor Masters And Scholars Of The University Of Cambridge,NEW_YORK,ARTS_CULTURE_HUMANITIES,NATIONAL
